model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.3,Adam,"[0.0355, 0.0021]","[0.0327, 0.0017]","[0.0308, 0.0015]","[0.0401, 0.0029]","[0.0248, 0.001]","[0.0804, 0.003]","[0.029, 0.0014]","[0.0261, 0.0011]","[0.0244, 0.001]","[0.035, 0.0021]","[0.0184, 0.0006]","[0.0334, 0.0023]","[0.0537, 0.0036]","[0.0708, 0.0041]","[0.0879, 0.0045]","[0.0341, 0.0029]","[0.156, 0.0058]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.3,Adam,"[0.0356, 0.0021]","[0.0329, 0.0017]","[0.0311, 0.0015]","[0.0395, 0.0028]","[0.025, 0.001]","[0.0815, 0.003]","[0.0297, 0.0014]","[0.0267, 0.0011]","[0.0245, 0.001]","[0.0357, 0.0021]","[0.0186, 0.0006]","[0.0338, 0.0023]","[0.0555, 0.0037]","[0.0735, 0.0042]","[0.0889, 0.0046]","[0.0349, 0.0029]","[0.1596, 0.0058]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.3,Adam,"[0.0355, 0.0021]","[0.0329, 0.0017]","[0.031, 0.0015]","[0.0394, 0.0028]","[0.025, 0.001]","[0.0816, 0.0031]","[0.03, 0.0014]","[0.0265, 0.0011]","[0.0246, 0.001]","[0.0346, 0.0021]","[0.0185, 0.0006]","[0.0336, 0.0023]","[0.0562, 0.0037]","[0.0744, 0.0043]","[0.0909, 0.0046]","[0.0346, 0.003]","[0.1591, 0.0058]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.3,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.3,Adam,"[0.0369, 0.0021]","[0.0343, 0.0017]","[0.0324, 0.0015]","[0.0411, 0.0029]","[0.0262, 0.001]","[0.0845, 0.0031]","[0.0306, 0.0014]","[0.0278, 0.0012]","[0.026, 0.001]","[0.0371, 0.0022]","[0.0196, 0.0006]","[0.0346, 0.0023]","[0.0571, 0.0038]","[0.0761, 0.0043]","[0.0925, 0.0046]","[0.0365, 0.0031]","[0.1653, 0.0059]"
